scores,states
"[0, 0, 0, 0.0119, 0, 0, 0]",221120221112001221100111200012120002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",221120221112001221100111210012120002002000
"[0, 0, 0, 0, 0.0119, 0, 0]",221120221112001221100111210012120002212000
"[0, 0, 0, 0, 0, 0.0119, 0]",221120221112001221100111210012122002212100
"[0, 0, 0, 0, 0, -1, 0]",221122221112101221100111210012122002212100
"[0, 0.04608, 0, 0.0119, 0, 0.01726, 0.01726]",221120021012001101000100200010020002000000
"[0.02232, 0, 0, 0, 0, 0, 0]",201122210110000001000000200000000000000000
"[0, 0, 0, 0.0119, 0, 0, 0]",201122210111002001000000200000000000000000
"[0, 0, 0, 0, 0, 0.06412, 0]",220100011010000001000000200000020000000000
"[0, 0, 0, 0, 0, 0.0119, 0]",220100011010002001000100200000020000000000
"[0, 0, 0, 0, 0, 0, 0.0119]",220110011010002001000100200020020000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",221110011010002001000100200020020002000000
"[0, -1, 0, 0, 0, 0, 0]",221110011010002201000110200020020002000000
"[0.02321, 0, 0, 0, 0, 0, 0]",120120021020001201000110200000000000000000
"[0, 0.02321, 0, 0, 0, 0, 0]",120120021020001201000110200020000001000000
"[0, 0, 0, 0, 0.0119, 0, 0]",120120021020001201000110200022010001000000
"[0, 0, 0.0119, 0, 0, 0, 0]",120120021020001201000110200022010001201000
"[0, 0, 0.0119, 0, 0, 0, 0]",122120021120001201000110200022010001201000
"[0, 0, -1, 0, 0, 0, 0]",122121021120001221000110200022010001201000
"[0.0296, 0, 0, 0, 0, 0, 0]",120102012010001002000000000000000000000000
"[0, 0.01785, 0, 0, 0, 0, 0]",222100221110021011000200200010000001000000
"[0, 0, 0.0119, 0, 0, 0, 0]",222100221110021211000201200010000001000000
"[0, 0, 0, 0, 0, 0, 0.0119]",201120220110001001000100200020020001000000
"[0, 0.01785, 0, 0, 0, 0, 0]",221120220111001001000100200020020001000000
"[0, -1, -1, 0, 0, 0, 0]",221120222111001011000100200020020001000000
"[-1, 0, 0, 0, 0, 0, 0]",221110211010002001000100200020020000000000
"[0, 0, 0, 0, 0, 0, 0.0119]",221120021012001201100110220011020002000000
"[0, 0, -1, 0, 0, 0, 0]",221120021012001201100110220011020002201000
"[0, 0, 0, 0, 0, 0.03035, 0]",201122220010101001000100200020000001000000
"[0, 0.05454, 0, -1, 0, -1, 0]",221122220011101001000100200020000001000000
"[0, 0.03816, -1, 0, 0, 0, 0]",221122222011101101000100200020000001000000
"[0, 0.0119, 0, 0, 0.02083, 0, 0]",221122222011101101100120200020000001000000
"[0, -1, -1, -1, 0, 0, 0]",221122222011101101110120200022000001000000
"[0, 0, 0, 0.0119, 0, -1, 0]",220100001020000201000000100000010000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120120021022001201000110200022010001001000
"[0, 0, 0, 0, 0.0119, 0, 0]",120120021022001201100110200022010001201000
"[0, 0, 0.0119, 0, 0, 0, 0]",121120021022001201100110220022010001201000
"[0, 0, -1, 0, 0, 0, 0]",121120021222001211100110220022010001201000
"[0, 0.04047, 0, 0, 0, 0, 0]",221120021012001101100100220010020002000000
"[0, 0, 0, 0, 0.01785, 0, 0]",221120021012001101100120220011020002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",201122020012001002100100100010000002000000
"[0, -1, 0, 0, 0, 0, 0]",221122020012101002100100100010000002000000
"[0.0244, 0, 0, 0, 0, 0, 0]",102120000010000001000000200000010000002000
"[0.02321, 0, 0, 0, 0, 0, 0]",102120120010000001000000200000010000002000
"[0, 0, 0, 0, 0.02321, 0, 0]",102120120010002001000100200000010000002000
"[0.01785, 0, 0, 0, 0, 0, 0]",102120120112002001000100200000010000002000
"[0.0119, 0, 0, 0, 0, 0, 0]",102121120112002001000100200020010000002000
"[0, 0, 0, 0, 0, 0.0119, 0]",112121120112002001000100200020010002002000
"[0, -1, 0, 0, 0, 0, 0]",112121120112202011000100200020010002002000
"[0, 0, 0, 0, 0, 0, 0.03705]",201120220212011011100101200010220002012000
"[0, -1, 0, 0, 0, 0, 0]",221120221212011011100101200010220002012000
"[0, 0.09599, 0, 0, 0, -1, 0]",201120220112001021100101210010020002002000
"[0.07098, 0, 0, -1, -1, -1, 0]",220120010010001001000100200000020000000000
"[0.04486, 0, -1, 0, 0, 0, 0]",220120011010001001000100200020020000000000
"[0, 0, -1, 0, 0.0119, 0, 0]",220120011010001101000100200020020002000000
"[0, -1, 0, 0, 0.01785, -1, 0]",221120011010001101000100200020020002002000
"[0, 0, 0, 0, 0, 0.02306, 0]",222110220110021011000100200020010000000000
"[0, -1, 0, 0, 0, 0, 0]",222110220111021011000100200020010002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",201122220112001021100101210010020002000000
"[0, 0, 0.03946, 0, 0, 0, 0]",120102212010001102000200000010000000000000
"[0.03544, 0, 0, 0, 0, 0, 0]",122102212010001102000210000010000000000000
"[0, 0.03154, 0, 0, 0, 0, 0]",122102212010001102000210000011000002000000
"[0.03678, 0, 0, 0, 0, 0, 0]",120102212010001001000000200000000000000000
"[0, 0, 0, 0, 0, 0, 0.03395]",120102212010001101000200200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120102212010101101000200200020000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120102212010101101000210200020000002000000
"[0, 0, 0.0119, 0, 0, 0, 0]",120102212010101101000210200022010002000000
"[0, -1, 0, 0, 0, 0, 0]",122102212110101101000210200022010002000000
"[0, 0, 0, 0, 0, 0.04416, 0]",120122010011000002000000000000000000000000
"[0.02321, 0, 0, 0, 0, 0, 0]",120122011011002002000000000000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120122211011002002000000100000000000000000
"[0, 0, 0, 0, -1, 0, 0]",121122211011002002000200100000000000000000
"[0, -1, 0, 0, 0, 0, 0]",222110221110021211002201200110200001000000
"[0, 0, 0.0119, 0, 0, 0.01994, 0]",120120211010021001000200200000000000000000
"[0, 0, 0, 0, 0.02321, 0, 0]",120120211010021101000200200020000000000000
"[0, 0, 0, 0, 0.02083, 0, 0]",121120211010021101000220200020000000000000
"[0, -1, -1, -1, -1, -1, -1]",222120021010001101000110200020010002000000
"[0, 0.08421, -1, 0, -1, -1, 0]",221120221112001021100101210010020002002000
"[0, -1, 0, 0, 0.06957, -1, -1]",221120221112001221100101210010021002002000
"[0, -1, 0, 0, 0, 0, 0]",221120210111021011000102200020000002000000
"[0.0119, 0, 0, 0, 0, 0, 0]",222100010210001001000100200000000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",112102022210001122000211100010000002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",112102022210001122000211100012100002000000
"[0, 0, 0, -1, 0, 0, 0]",112102022210001122000211100012100002210000
"[-1, -1, 0, 0, 0, 0, 0]",121120122012022102100100100000000000000000
"[0, -1, -1, -1, -1, 0.05842, -1]",201122220111001021000101200010020002000000
"[0.02321, 0, 0.03312, 0, 0, 0, -1]",220100222010001001000100200010010000000000
"[0, 0.02321, 0, 0, 0, 0, 0]",220100222010001101000100200010010002000000
"[0, 0.01785, 0, 0, 0, 0, 0]",221100222010001101000120200010010002000000
"[0, 0, -1, 0, -1, 0, 0]",221100222010001101000120200012010002100000
"[0.0119, 0, 0, 0, 0, 0, 0]",120102001020000001000000000000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120102021020000001000000100000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120102021020002001000100100000000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120102021020002001000100100020000001000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120102021020002201000110100020000001000000
"[0, 0, 0, 0.0119, 0, 0, 0]",120102021020002201000110100022010001000000
"[0, 0, 0.0119, 0, 0, 0, 0]",120102021020002201000110100022010001102000
"[0, 0, -1, 0, 0, 0, 0]",122102021120002201000110100022010001102000
"[0.03946, 0, 0, 0, 0, 0, 0]",202120020111001021000001200000010000002000
"[0, 0, 0, 0, 0, 0, 0.0119]",202120020111001021000201200010010000002000
"[0, 0, 0.01785, 0, 0, 0, 0]",202120020111001021000201200010110002002000
"[0, 0.03338, 0, 0, -0.4381, 0.02321, 0]",201102220010101001000100200010020002000000
"[0, 0.0119, 0, 0, 0, 0.0119, 0]",221102220110101001000100200010020002000000
"[0, -1, -1, 0, 0, 0, 0]",221102222110101011000100200010020002000000
"[0.02321, 0, 0, 0, 0, 0, 0]",202100020210001011000102200000010000000000
"[0.02321, 0, 0, 0, 0, 0, 0]",202100020210001011000102200020110000000000
"[0, 0, 0, 0, 0, 0.0119, 0]",202100020210001011000102200020110002010000
"[0, 0.0119, 0, 0, 0, 0, 0]",222100020210001011000102200020110002011000
"[0, 0, 0, 0, 0, 0, -1]",222110022210001011000102200020110002011000
"[0, 0.01785, 0, 0, 0, 0, 0]",122112210211002011000100200020020001000000
"[0, -1, -1, 0, 0, 0, 0]",122112212211002011100100200020020001000000
"[0, 0, 0, 0, -1, 0, 0]",201110020210000002000000100000020000001000
"[0.02321, 0, 0, 0, 0, 0, 0]",120122011011102002000200000000000000000000
"[0, 0.02321, 0, 0, 0, 0, 0]",120122011011102002000200000020000001000000
"[0, 0.02321, 0, 0, 0, 0, 0]",120122011011102202000200100020000001000000
"[0, 0, 0, 0, 0, 0, 0.0119]",120122011011102202100220100020000001000000
"[0, 0, -1, 0, 0, 0, 0]",120122011011102202100220100022000001100000
"[0.02321, 0, 0, 0, 0, 0, 0]",220120021011001201000100200020010000000000
"[0, 0.02321, 0, 0, 0, 0, 0]",220121021011001201000100200020010002000000
"[0, 0.01785, 0, 0, 0, 0, 0]",220121021011101201000120200020010002000000
"[0, 0, -1, 0, 0, 0, 0]",220121021011101201000120200022010002100000
"[0, 0, 0.0261, 0, 0.06416, 0.03678, 0]",221112000210000011000000200000000000000000
"[0.01785, 0, 0, 0, 0, 0, 0]",221112020210001011000000200000000000000000
"[-1, -1, 0, 0, 0, 0, 0]",221112021210001011000200200000000000000000
"[0, 0, 0, 0, 0, 0, 0.02321]",200122210011100001000000200000000000000000
"[0, -1, 0, -0.16785, 0.04594, -1, 0]",201122220111201021100101200010020002000000
"[0, -1, -0.76475, 0, -1, -1, -1]",221120220111001011000100200010020002002000
"[0.02321, 0, 0, 0, 0, 0, 0]",102102210010001001000000200000020000000000
"[0, -1, -1, 0, 0, 0, 0]",221120011012001101100100200020020002002000
"[0, 0, 0, 0, 0, 0, 0.02083]",222120020111001011100101200020220000000000
"[0, -1, 0, 0, 0, -1, 0]",222120020111001011100101200020220001020000
"[0, 0.03946, 0.03098, 0.08127, 0.04438, 0.02857, 0.05688]",201120220112001011100102200010020002000000
"[0, 0, 0, 0, 0.03303, 0, 0]",221120220112001011100102210010020002000000
"[-1, -1, -1, -1, -1, -1, 0]",022100201110020112000022100001000000000000
"[0, 0, 0, 0, 0.02232, 0, 0]",221102021010001101000100200020020002001000
"[0, -1, -1, 0, -1, -1, -1]",221102221010001101000110200020020002001000
"[0.0119, 0, 0, 0, 0, 0, 0]",102121020010000001000000200000010000002000
"[0.0119, 0, 0, 0, 0, 0, 0]",102121020010002001000100200000010000002000
"[0.0119, 0, 0, 0, 0, 0, 0]",102121020110002001000100200020010000002000
"[0, -1, 0, 0, 0, 0, 0]",102121020111002001000100200020010002002000
"[0.0119, 0, 0, 0, 0, 0, 0]",122100212010021101000200200010000000000000
"[0, 0, 0, 0, 0, 0, 0.0119]",122100212010021101002200200110000000000000
"[0, 0, 0, 0, 0, 0, 0.02321]",122100212010021101002210200110000002000000
"[0, 0.01785, 0, 0, 0, 0, 0]",122100212010021101002210200110010022000000
"[0, -1, -1, 0, 0, 0, 0]",122100212110021101002210200112010022000000
"[0.02886, 0, 0, 0, 0, 0, 0]",120102212010021101000200200000010000000000
"[0, 0, 0, 0, 0, 0, 0.02321]",120102212010021101000210200020010000000000
"[-1, 0, 0, 0, 0, 0, 0]",120122212010021101000210200021010000000000
"[0, -1, -0.43215, 0, -0.76374, -1, -0.37246]",201120220111001021000101200010020002002000
"[0, -1, 0, 0, 0, 0, 0]",120122211011102202100220110020000001000000
"[0.03395, 0, 0, -1, 0, 0, 0]",102102210210001011000000200000020000000000
"[0.03154, 0, 0, 0, 0, 0, 0]",102102210210001011000200200010020000000000
"[0, 0.02083, 0, 0, 0, 0, 0]",102112210210001011000200200010020002000000
"[0, -1, -1, 0, 0, -1, 0]",122112211210001011000200200010020002000000
"[0.03395, 0, 0, 0, 0, 0, 0]",120122010011100002000000200000000000000000
"[0.03395, 0, 0, 0, 0, 0, 0]",120122011011102002000000200000000000000000
"[0.02886, 0, 0, 0, 0, 0, 0]",120122011011102002010200200000000000000000
"[0, 0.01726, 0, 0, 0.0119, 0, 0]",120122011011102002010200200020000001000000
"[0, 0, 0, 0, 0, 0, 0.02321]",120122011011102202010210200020000001000000
"[0, 0.01785, 0, 0, 0, 0, 0]",120122211011102202010210201020000001000000
"[0, -1, -1, 0, 0, 0, 0]",120122211011102202110210201022000001000000
"[0, 0.0119, 0, 0, 0, 0, 0]",220102011010201102000210100010020002000000
"[0, -1, 0, 0, 0, 0, 0]",221102011010201102000210100012020002000000
"[0, 0.02321, 0, 0, 0, 0, 0]",102120210112002001100000200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",102122210112002001100000210000000000000000
"[0, -1, 0, 0, 0, 0, 0]",222120011121002021000101100010120002020000
"[0, 0.03578, 0, 0, 0, 0, 0]",202100020010001001000100200020020001001000
"[0, 0, 0, 0, 0, 0.02618, 0]",222100020110001001000100200020020001001000
"[0, -1, 0, 0, 0, 0, 0]",222120020111001001000100200020020001001000
"[0, 0, 0, 0, 0, 0, 0.03395]",201120220012001001100100200010000002000000
"[0, 0, 0.01785, 0, 0, 0, 0]",221120221012001001100100200010000002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",221120221012001101100100220010000002000000
"[0, -1, 0, 0, 0, 0, 0]",221120221012001101100120220011000002000000
"[0, -1, -1, 0, -1, -1, -1]",201120220111001021100101200010220002002000
"[0, 0, 0, 0.04202, 0, 0, 0]",220100021010001001000200200010000000000000
"[0, 0, 0, 0, 0, 0.0119, 0]",220100021010001101000200200010000002000000
"[0, 0.01785, 0, 0, 0, 0, 0]",220100021010001101000220200011000002000000
"[0, 0, 0, 0.0119, 0, 0, 0]",221100021010001101000220200011000002200000
"[-1, 0, 0, 0, 0, 0, 0]",222120020112001011100101200010020000002000
"[0, -1, -1, -1, -1, -1, -1]",201122220111221011100102210010020002000000
"[0, 0, 0, 0, 0, 0.04047, 0]",202110210210001011000100200020020000000000
"[0.02886, 0, 0, 0, 0, 0, 0]",202110210212001011100100200020020000000000
"[0, 0.01785, 0, 0, 0, 0, 0]",202110210212001011100100210020020002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",202110210212001011100102210020120002000000
"[0, -1, 0, 0, 0, 0, 0]",222110211212001011100102210020120002000000
"[0, 0.07075, -1, 0, -1, -1, -1]",201120220112021021100101210010020002000000
"[0, 0.05432, 0, -1, 0, -1, 0]",221120221112021021100101210010020002000000
"[0, -1, -1, 0, 0.03953, 0, -1]",221120221112021221100101210010021002000000
"[0.0119, 0, 0, 0, 0, 0, 0]",220102011010201002020200101010000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",220102011010201102020200101010000002000000
"[0, 0, 0, 0, 0, 0.0119, 0]",220102011010201102020220101011000002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",220102011010201102020220101011010202000000
"[0, 0, -1, 0, 0, 0, 0]",220102011010201102020220101011010202201000
"[0, 0, -1, 0, 0, 0, 0]",221101021010001101000220200011020002200000
"[0, 0.03154, 0, 0, 0, 0, 0]",221122221012001101100100200010000002000000
"[0, 0.02083, 0, 0, 0, 0, 0]",221122221012001101100120210010000002000000
"[0, 0, -1, -1, -1, 0, 0]",221122221012001101100120210012000002100000
"[0, 0.0119, 0, 0, 0, 0, 0]",120122011011102102210200200020000001000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120122011011102102210220210020000001000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120122011011102102210220210022010001000000
"[0, 0, 0, 0, 0.0119, 0, 0]",120122011011102102210220210022010001201000
"[0, 0, 0, 0, 0, 0.0119, 0]",120122011011102102210220210022012001201100
"[0, 0, 0, 0, 0, 0.0119, 0]",120122011011102102210220212022012101201100
"[0, 0, 0, 0, 0, 0, 0.0119]",120122111011102102210220212022012101201120
"[0, 0, 0, 0, 0, 0, 0.0119]",120122111011122102211220212022012101201120
"[0, 0, -1, 0, 0, 0, 0]",120122111011122102211220212222012111201120
"[0.0119, 0, 0, 0, 0, 0, 0]",220122211011100201100000200000000000000000
"[0, 0, 0, 0, 0, 0, 0.0119]",220122211011102201110000200000000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",220122211011122201110000201000000000000000
"[0, 0, 0, 0, 0, 0, -1]",220122211011122201110020211000000000000000
"[0.02321, 0, 0, 0, 0, 0, 0]",120102212010021101002210200120010000000000
"[0, 0.02321, 0, 0, 0, 0, 0]",120102212010021101002210200120010002001000
"[0, 0.01785, 0, 0, 0, 0, 0]",120102212010121101002210200122010002001000
"[0, 0, 0, 0, 0.0119, 0, 0]",121102212010121101002210200122010002201000
"[0, 0, 0, 0, 0, 0, 0.0119]",200102010010001002000000100000020000000000
"[0, 0, 0, 0, 0.0119, 0, 0]",200102010010001002000200100010020000000000
"[0, 0.03395, 0, 0, 0, 0, 0]",200102210010001002000200100010020001000000
"[0, 0.03154, 0, 0, 0, 0, 0]",220102211010001002000200100010020001000000
"[0, 0, 0, 0.02083, 0, 0, 0]",220102211010001202000210100010020001000000
"[0, -1, -1, 0, -1, 0, 0]",221102211010001202000210100010020001002000
"[-0.16836, -1, -1, -0.28115, 0, 0, 0]",201110020210001001000100200020020000000000
"[0, -1, -1, -1, -0.7637, -1, -1]",201110020210001011000100200020020002000000
"[0, 0, 0, 0, 0, 0.02321, 0]",121120000212000002100000010000000000000000
"[0, 0, 0.0119, 0, 0, 0, 0]",121120000212000022100001010000000000000000
"[-1, 0, 0, 0, 0, 0, 0]",121120000212000022100001010000201000000000
"[0, 0, 0, 0.0119, 0, 0, 0]",112122012211102211020012200001210000120000
"[0, 0, 0, 0, 0.03395, 0, 0]",120122020010100001000000200000010000000000
"[0.02886, 0, 0, 0, 0, 0, 0]",120122020012100001100000200000010000000000
"[0, 0, 0, 0, 0.01785, 0, 0]",120122020012102001110000200000010000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120122020012102001110200200010010000000000
"[0, 0, 0, 0, 0, -1, 0]",120122020012102001110200201010010002000000
"[0.0119, 0, 0, 0, 0, 0, 0]",202120210120002021000101100010120000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",212120210120002021000101100010120002000000
"[0, 0, 0, 0.0119, 0, 0, 0]",212120212121002021000101100010120002000000
"[0, -1, 0, 0, 0, 0, 0]",212120212121002021100101100010120002002000
"[0, 0, -1, 0, 0, 0, 0]",121122212011121101002210200122010002201000
"[0, 0.0119, 0, 0, 0, 0, 0]",221122221112001021100101210010020002000000
"[0, -1, 0, 0, 0, 0, 0]",221122221112001221100101210010021002000000
"[0, 0, 0, 0, 0.04062, 0, 0]",201122220111201021100101210010220002000000
"[0, 0, 0, 0, 0, 0.0119, 0]",202120020210001011000100200000010000000000
"[0, 0, 0, 0, 0.0119, 0, 0]",202120020210001011000101200020010000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",202120020211001011000101200020010002000000
"[0, -1, 0, 0, 0, 0, 0]",222120020211001011000101200020110002000000
"[0, -1, -1, -1, -1, -1, -1]",211120220111021011000102200010220002000000
"[-1, 0, 0, 0, 0, 0, -1]",221112002210000111000000200000000000000000
"[-1, 0, 0, 0, 0, 0, 0]",212120210110002001000100200000000000000000
"[0.0707, 0, 0, 0, 0, 0.0119, 0]",020102001010000001000000200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",020102101010200001000000200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",220102111010200001000000200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",220102111010202001000100200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",220102111010202101000100200020000000000000
"[0, 0, 0, 0, -1, 0, 0]",220102111010202101000110200020000002000000
"[0.03303, 0, 0, 0, 0, 0, 0]",220122211011100001100000200000020000000000
"[0, 0, 0, 0.04252, 0, 0, 0]",220122211011102001110000200000020000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",220122211011102001110200201000020000000000
"[0, 0, -1, 0, 0, 0, 0]",221120221010021101002110200110010020002002
"[0.0119, 0, 0, 0, 0, 0, 0]",200100120010000002000000100000020000001000
"[0.0119, 0, 0, 0, 0, 0, 0]",200100120010002002000100100000020000001000
"[-1, 0, 0, 0, 0, 0, 0]",200101120010002002000100100020020000001000
"[0, 0, 0, 0, 0, -1, 0]",121102211010002102000100100020020002000000
"[0.02618, 0, 0, 0, 0, 0, 0]",220102211010111001010000202000020000002000
"[0, 0, 0.02321, 0, 0, 0, 0]",220102211010111001010200202010020000002000
"[0, 0.02083, 0, 0, 0, 0, 0]",212122010110001011000202200000000000000000
"[-1, -1, 0, 0, 0, 0, 0]",120122020012102001110000221000010000000000
"[0, 0, 0.03395, 0, 0, 0, 0]",221120221112021221101101210010021002000200
"[0, 0, 0.0119, 0, 0, 0, 0]",221120221112021221101121210010021002001200
"[0, 0, 0.0119, 0, 0, 0, 0]",221120221112021221101121210012021002101200
"[0, 0, 0.0119, 0, 0, 0, 0]",221120221112021221101121210112221002101200
"[0, 0, 0, 0, 0, 0.0119, 0]",221121221112021221101121210112221002121200
"[0, 0, 0, 0, 0, -1, 0]",221121221112221221101121210112221012121200
"[0, 0.0119, 0, 0, 0, 0, 0]",120100212010001001000200200010020001002000
"[0, 0.0119, 0, 0, 0, 0, 0]",120100212010001201000210200010020001002000
"[0, 0.0119, 0, 0, 0, 0, 0]",120110212010001201000210200012020001002000
"[0, 0, 0, 0, 0, 0, -1]",121110212010001201000210200012020001202000
"[0.02321, 0, 0, 0, 0, 0, 0]",012102002110200011020000201000000000000000
"[0, 0, 0.02321, 0, 0, 0, 0]",212102002110200111020000201000000000000000
"[0.01785, 0, 0, 0, 0, 0, 0]",212102012110200111020002201000000000000000
"[-1, -1, 0, 0, 0, 0, 0]",212102012110202111020012201000000000000000
"[0.01785, 0, 0, 0, 0, 0, 0]",202100210110002021000102200010100000000000
