scores,states
"[0, 0, 0, 0, 0.04252, 0, 0]",221120011212000211100011220001200000020000
"[-1, -1, 0, -1, -1, -1, -1]",221120011212002211100111220001200000020000
"[0, 0, 0, 0, 0, 0, 0.0119]",221102211210122101011220201012010202001000
"[0, 0, 0, 0, 0, 0, 0.0119]",221102211210122101011220201212010202001010
"[0, 0.0119, 0, 0, 0, 0, 0]",221102211210122101011220201212010222001011
"[0, 0, 0, 0, -1, 0, 0]",221112211210122101011220201212010222201011
"[0, 0, 0, -1, 0.0119, 0, 0]",211102220010001001000000200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",222102010110001011000100200020020000000000
"[0, 0, -1, 0, 0, 0, 0]",222102010110101011000100200020020002000000
"[0.02343, 0, 0, 0, 0, 0, 0]",221120011212000211100011220001212000020000
"[-1, -1, 0, -1, -1, -1, -1]",221120011212002211100111220001212000020000
"[0, 0, -1, 0, 0, 0, 0]",222120021012001101100110220022012002101100
"[0.03154, 0, 0, 0, 0, 0, 0]",220100011010002002000100100010020000002000
"[0, 0.02618, 0, 0, 0, 0, 0]",220110011010002002000100100010020002002000
"[0, 0, 0.02321, 0, 0, 0, 0]",220111011010002202000100100010020002002000
"[0, 0.0119, 0, 0, 0, 0, 0]",112102221020002001000000100000010000000000
"[0, 0.04087, 0, 0, 0, 0, 0]",201122220112101001000100200010000002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",201122220112101021000101200010000002000000
"[0, 0, 0, 0, 0, -1, 0]",221122221112101021000101200010000002000000
"[0, 0, 0, 0.0119, 0, 0, 0]",222120001110000111000000200000020000000000
"[0, 0, 0, 0, 0, 0, 0.0119]",222120021110000111000010200000020000000000
"[-1, 0, 0, 0, 0, 0, 0]",222120221110000111000011200000020000000000
"[0, -1, 0, 0, 0, 1, 0]",211122220112121011101102220110221022012201
"[0.0119, 0, 0, 0, 0, 0, 0]",212101220010001002000200100020010000001000
"[0, 0.0119, 0, 0, 0, 0, 0]",212101221010001002000200100020010002001000
"[0, 0.0119, 0, 0, 0, 0, 0]",212101221010001202000210100020010002001000
"[0, 0, 0, 0, 0, 0, 0.0119]",212101221110001202000210100022010002001000
"[0, -1, 0, 0, 0, 0, 0]",212111221110021202000210100022010002001000
"[0, 0, 0, 0.0119, 0, 0, 0]",120122011021201001210200100000020000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120122011021201001210200101000020000002000
"[-1, 0, 0, 0, 0, 0, 0]",120122011021201001210200101020020100002000
"[-1, -1, -1, 0, -1, -1, -1]",221122221110200112000010100000020000001000
"[0, 0.04416, 0, 0, 0, 0, 0]",201120220112001021000101200010000002000000
"[0, 0.03423, 0, 0, 0, 0, 0]",221120221112001021000101200010000002000000
"[0, 0, 0.02321, 0, 0, 0, 0]",221120221112001221100101200010000002000000
"[0, 0.01785, 0, 0, 0, 0, 0]",221120221112001221100121200011000002000000
"[0, 0, 0, 0.0119, 0, 0, 0]",221120221112001221100121200011100002200000
"[0, 0, 0, 0, 0, 0, 0.0119]",202120210111011021100101220020221002012000
"[0.0119, 0, 0, 0, 0, 0, 0]",221122022010001101000100200010010000002000
"[-1, -1, 0, 0, 0, 0, 0]",211122221110021101000020200000000000000000
"[0, 0, 0, 0, 0.01785, 0, 0]",201120220111021021100102200010110002022000
"[0.0119, 0, 0, 0, 0, 0, 0]",222120221012001101100100200020010000001000
"[0, 0, 0, 0, 0, -1, 0]",222120221012001101100110200020010002001000
"[0, -1, -1, 0, 0, 0, 0]",221122011012001101100120220021020001002000
"[0.02321, 0, 0, 0, 0, 0, 0]",202102220110001001000100200010010000002000
"[0, 0, 0, 0, 0, 0.0119, 0]",202102220110001011000100200010010002002000
"[0, 0, 0, 0, 0, 0, -1]",221100221210021011000100200010000002000000
"[0.01726, 0, 0, 0, 0, 0, 0]",120120211020002001000000100000000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",121120211022002101000200100010000002000000
"[0, -1, 0, 0, 0, 0, 0]",121120211022002101000220100010010002000000
"[0, 0, 0, 0, 0.0119, 0, 0]",211102200010000001000000200000020000001000
"[0, 0.0119, 0, 0, 0, 0, 0]",201120220210021011000102200010110002000000
"[0, 0, 0.0119, 0, 0, 0, 0]",201122220210021011000102200010110002001000
"[0, 0.0119, 0, 0, 0, 0, 0]",201122220210121011000102200010110002021000
"[0, -1, 0, 0, 0, 0, 0]",221122221210121011000102200010110002021000
"[0.02321, 0, 0, 0, 0, -1, 0]",220100211010001201000120200000000000000000
"[0.01785, 0, 0, 0, 0, 0, 0]",220100211010001201000120200021000000000000
"[0, 0, 0, 0.0119, 0, 0, 0]",220100211010001201000120200021000002100000
"[0.0119, 0.01726, 0, 0, 0, 0, 0]",201122010012001001100000200000020000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",201122010212001001100100200000020000000000
"[0, 0, 0, 0, 0.0119, 0, 0]",201122010212001011100100200020020000000000
"[-1, 0, 0, 0, 0, 0, 0]",201122010212101011100100220020020000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",221122022010001101000110200010010002002000
"[0, 0, -1, 0, 0, 0, 0]",221122022010001101000110200012010002102000
"[0, 0.04307, 0, 0, 0, 0, 0]",222122021012001001100100200000010000001000
"[0.02321, 0, 0, 0, 0, 0, 0]",222122021012201101100100200000010000001000
"[0.02321, 0, 0, 0, 0, 0, 0]",222122021012201101110100200020010000001000
"[0, 0.02321, 0, 0, 0, 0, 0]",222122021012201101110100210020010002001000
"[0, 0.02321, 0, 0, 0, 0, 0]",222122021012201101110120210021010002001000
"[0, 0, 0, 0, 0.01785, 0, 0]",222122021012201101110120210021011002201000
"[0, 0, 0, 0, 0, 0, 0.0119]",222122021012201101110120211021011002201200
"[0, 0.02886, 0, 0, 0, 0, 0]",211120202210000102000000100000010000000000
"[0, 0, 0, 0.02321, 0, 0, 0]",211120212210000102000020100000010000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",211120212210002102000020100000010000001000
"[0, 0.0119, 0, 0, 0, 0, 0]",211120212210002102000220100001010000001000
"[0.0119, 0, 0, 0, 0, 0, 0]",211120212210002102000220100011010000201000
"[0, 0, -1, 0, 0, 0, 0]",211120212210002112000220100011010002201000
"[0, 0, 0, 0, 0.0119, 0, 0]",221102221010021101002110200110020002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",221122221011021101002110200110020002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",221122221011021101102110200112020002000000
"[0, 0, 0, 0, 0, -1, 0]",221122221011121101102110200112020002200000
"[0.02589, 0, 0, 0, 0, 0, 0]",220100211010021001002200200110000000000000
"[0, 0.01785, 0, 0, 0, 0, 0]",221100211210021101002220200110010002000000
"[0, 0, -1, -1, 0, 0, 0]",221100211210021101002220200112010002100000
"[0, -1, 0, 0, 0, 0, 0]",221122021110001021000100200010000002000000
"[0, 0, 0, 0, 0, 0, 0.04465]",211120000210000002000000100000020000001000
"[0.04025, 0, 0, 0, 0, 0, 0]",211120020210001002000000100000020000001000
"[0, 0, 0.02321, 0, 0, 0, 0]",211120220210001002000100100000020000001000
"[0.02321, 0, 0, 0, 0, 0, 0]",211120220210001022000100100010020000001000
"[0, 0, 0, 0, 0, 0.02321, 0]",211120220210001022000101100010020002001000
"[0, 0, 0.0119, 0, 0, 0, 0]",211122220210001022000101100010120002001000
"[0, -1, 0, 0, 0, 0, 0]",211122221210021022000101100010120002001000
"[0, 0, 0, 0, 0.0119, 0, 0]",212102120010001001000000200000010000002000
"[0.0119, 0, 0, 0, 0, 0, 0]",212122120110001001000000200000010000002000
"[-1, 0, 0, 0, 0, 0, 0]",212122120111001001000200200000010000002000
"[0, -1, 0, 0, 0, 0, 0]",211122021212001011000102200010100002020000
"[0, -1, 0.04136, 0, 0, -1, 0]",201110020010001001000200200010020002000000
"[0, 0, 0, 0, 0, 0, 0.0119]",211122220211001022000101100010120002021000
"[0, 0.0119, 0, 0, 0, 0, 0]",211122220211021022100101100010120002021000
"[0, -1, 0, 0, 0, 0, 0]",211122222211021022100101110010120002021000
"[0.0119, 0, 0, 0, 0, 0, 0]",221122022011001101000100200000010000002000
"[0.0119, 0, 0, 0, 0, 0, 0]",221122022011001101100100200020010000002000
"[0, 0.0119, 0, 0, 0, 0, 0]",221122022011101101100100200020010002002000
"[0, 0.0119, 0, 0, 0, 0, 0]",221122022011101101110120200020010002002000
"[0, -1, 0, 0, 0, 0, 0]",221122022011101101110120210022010002002000
"[0.02321, 0, 0, 0, 0, 0, 0]",220120011011002201000120200001000000000000
"[0, 0.01785, 0, 0, 0, 0, 0]",220120011011002201000120200021000001000000
"[0, 0, 0, 0.0119, 0, 0, 0]",220120011011002201100120200021000001200000
"[0.05362, -1, 0, 0, 0, 0, 0]",220122011010001201000100200000000000000000
"[0, 0.04115, 0, 0, 0, 0, 0]",220122011011001201000100200020000000000000
"[0, 0.03169, -1, 0, 0, 0, 0]",220122011011101201000100200020000002000000
"[0, 0, 0, 0.02321, 0, 0, 0]",220122011011101201000120200021000002000000
"[0, 0, -1, 0, 0, 0, 0]",220122011011101201100120200021000002200000
"[-1, -1, 0, 0, 0, 0, 0]",122120201120000201000010100000000000000000
"[0.03129, 0, 0, 0.03413, 0, 0, 0.03395]",120120011022001201000200100000000000000000
"[0, 0, 0.04388, 0, 0, 0, 0]",120120011022001201000210100020000000000000
"[0, 0, 0, 0, 0, -1, 0]",120120011022001201000210100020010002000000
"[0.03678, -1, -1, 0, 0, 0, 0]",120102012010201000000000000000000000000000
"[0, 0, 0, 0, 0, 0, 0.03395]",120102012010201100000200000000000000000000
"[-1, 0, 0, 0, 0, 0, 0]",120102012010201101000200000020000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",211120022210001002000100100000020000001000
"[0.0119, 0, 0, 0, 0, 0, 0]",211120022210001102000100100020020000001000
"[0, 0.0119, 0, 0, 0, 0, 0]",211120022210001102000110100020020002001000
"[0, 0, -1, 0, 0, 0, 0]",211120022210001102000110100022020002101000
"[0, 0, 0, 0, 0.01785, 0, 0]",201120020212001011100102210010221002000000
"[0, 0, 0, 0.03303, 0.01726, 0, 0]",201122020210001011000100200020000001000000
"[0, 0, 0, 0, 0.0119, 0, 0]",221122020211001011000100200020000001000000
"[0, 0, 0, 0, 0, 0, 0.0119]",220100211010021001000200200010020001000000
"[0, 0.03154, 0, 0, 0, 0, 0]",220100211010021201000210200010020001000000
"[0, -1, 0, 0, 0, 0, 0]",221120211010021201000210200010020001000000
"[0.0119, 0, 0, 0, 0, 0, 0]",022100000120000021000001100000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",222101000120000021000001100000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",222111020120000021000001100000000000000000
"[0, 0, 0, -1, 0, 0, 0]",222111020120002021000101100000000000000000
"[0.02321, 0, 0, 0, 0, 0, 0]",002121000110200001000000200000010000002000
"[0.02321, 0, 0, 0, 0, 0, 0]",202121010110200001000000200000010000002000
"[0.01785, 0, 0, 0, 0, 0, 0]",202121010110202001000100200000010000002000
"[-1, -1, 0, 0, 0, 0, 0]",212121010110202001000100200020010000002000
"[0, -1, -1, -1, -1, 0, 0]",221122221110001011000100200010020002000000
"[0, 0, 0, 0, 0.02343, 0, 0]",202100010110002001000100200000020000000000
"[0, 0, 0, 0, 0, 0, 0.03511]",201120220210001011000102200010120002001000
"[0, 0, 0, 0, 0.0119, 0, 0]",221120220210001011000102200010120002011000
"[0, 0, 0, 0, 0, 0.0119, 0]",220120021012001101100210200002010000201000
"[0, 0, 0, 0, 0.0119, 0, 0]",221120021012001101100210200022010000201000
"[0, 0, -1, 0, 0, 0, 0]",221120021012001101100210220022010001201000
"[0, 0, 0, 0.04597, 0, 0, 0]",212100220110021001000100200010000002000000
"[0, -1, -1, 0, 0, 0, 0]",212100222110021011000100200010000002000000
"[0, -1, -1, -1, -1, -1, -1]",201122220211101011120100212010020002000000
"[0, 0, 0.05382, 0, 0, 0, 0]",211122021110200001020000201000000000000000
"[0, -1, -1, 0, -1, 0, 0]",221122220112101011100102210010120002002000
"[0, -1, -1, 0, 0, 0, 0]",222102210110111011020100200020000002000000
"[0, 0, 0, 0, 0.02306, 0, 0]",201122220112101011020100200010000002000000
"[0, -1, 0, -1, 0, 0, 0]",221122220112101011120100200010000002000000
"[0, 0, 0, 0, 0, 0.0119, 0]",221122020211101011200100200020000001000000
"[0, -1, 0, 0, 0, 0, 0]",221122020211101011220101200020000001000000
"[0, 0, 0.02321, 0, 0, 0, 0]",201122020210001011000101200020020001000000
"[0, -1, 0, 0, 0, 0, -1]",221122020210001011000101200020120001000000
"[0, -1, -1, 0, -1, -1, -1]",221122220112121011101102210010120002002000
"[0, 0, 0, 0, 0, 0.0119, 0]",221120220112001011100102210010122002021000
"[0, 0, 0, 0, 0, 0, 0.0119]",211120020210001002000200100010020000001000
"[0, 0, 0, 0, 0, 0.02083, 0]",211120020212001002100200100010020000001000
"[0, 0, 0.0119, 0, 0, 0, 0]",211122020212101002100200100010020000001000
"[0, 0.04416, 0, 0, 0, 0, 0]",201120000012000002100000100000020000001000
"[0, 0, 0.02232, 0, 0, 0, 0]",201121020012000002100000100000020000001000
"[0.0119, 0, 0, 0, 0, 0, 0]",201121020012002002100100100000020000001000
"[0, 0, 0, 0, -1, 0, 0]",201121020012102002100100100020020000001000
"[0.02321, 0, -1, 0, 0, 0, 0]",120120210020001001000000000000000000000000
"[0, 0, 0, 0, 0, 0, 0.0119]",120120211020001001000200000000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120120211020001001000200100020000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120120211020001101000200100020000002000000
"[0, 0, 0, 0, 0.0119, 0, 0]",120120211020001101000220100021000002000000
"[0, -1, 0, 0, 0, 0, 0]",120120211022001101000220100021010002000000
"[0, 0.02618, 0, 0, 0, 0, 0]",221100211010021201000210200012020001000000
"[0, 0, 0, 0.01785, 0, 0, 0]",221110211010021201000210200012020001200000
"[0.04914, 0, 0, 0, 0, 0, 0]",202102120010201001000100200010000000000000
"[0, 0.03615, 0, 0, 0, 0, 0]",202102120110201001000100200010000002000000
"[0, 0, 0.02083, 0, 0.0119, 0, 0]",222102120110201011000100200010000002000000
"[0, 0, 0.0119, 0, 0, 0, 0]",222100010210001011000100200020000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",222110010210001011000102200020000000000000
"[0, -1, 0, 0, 0, 0, 0]",222110011210001011000102200020000002000000
"[0, 0, 0, 0, 0, 0.0119, 0]",220100211010021001002000200100000000000000
"[0.01785, 0, 0, 0, -1, 0, 0]",220100211010021201002100200100000000000000
"[0, 0, 0, 0.0119, 0, 0, 0]",220100211010021201002100200120000001000000
"[0, -1, 0, -1, -1, -1, 0]",201120220111001021100101200010220002020000
"[0, 0, -1, 0, 0, 0, 0]",222122221012201101110120211021011102201200
"[0, 0, 0.02886, 0, 0, 0, 0]",201120210010000002000000100000020000001000
"[0, 0, 0.03395, 0, 0, 0, 0]",201120210110002002000000100000020000001000
"[0, 0, 0, 0, 0, 0, 0.02886]",201120210111002022000000100000020000001000
"[0, 0, 0, 0, 0.01785, 0, 0]",201120210111022022100000100000020000001000
"[-1, 0, 0, 0, 0, 0, 0]",201120210111022022100200110000020000001000
"[0, 0, 0, 0.0119, 0, 0, 0]",220100021010001201000210200012010000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",220100021010001201000210200012010001002000
"[0, 0, 0.0119, 0, 0, 0, 0]",220110021010001201000210200012010001202000
"[0, 0, 0, 0, 0, 0.0119, 0]",222110021011001201000210200012010001202000
"[0, 0, 0, 0, -1, 0, 0]",222112021011101201000210200012010001202000
"[0, 0, 0, 0.02618, 0, 0, 0]",220122011011101201020120200021000002100000
"[0.0119, 0, 0, 0, 0, 0, 0]",201120210111022022100100120000020000001000
"[0, 0, 0, 0.02321, 0, 0, 0]",100102210010202000000100000000000000000000
"[0, 0, 0.0119, 0, 0, 0, 0]",201122220211021011102100200110000002000000
"[0, -1, 0, 0, 0, 0, 0]",221122220211121011102100200110000002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",120120211020021101000200000000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",120120211020021101000220100000000000000000
"[-1, 0, 0, 0, 0, 0, 0]",120120211020021101000220100020010000000000
"[0.03395, 0, 0, 0, 0, 0, 0]",221120222010001101000100200010010000002000
"[0, 0, 0, 0.03395, 0, 0, 0]",012102201010000001000000200000000000000000
"[0.03154, 0, 0, 0, 0, 0, 0]",012102201010200101000000200000000000000000
"[0.02083, 0, 0, 0, 0, 0, 0]",212102201110200101000000200000000000000000
"[-1, -1, -1, 0, 0, 0, 0]",212102221110201101000000200000000000000000
"[0, 0.04151, 0, 0, 0.0119, 0, 0]",112122000120000011000000200000000000000000
"[0, 0, 0, 0.02306, 0, 0, 0]",112122002120000111000000200000000000000000
"[-1, 0, 0, 0, 0, 0, 0]",211120210111022022100100120020020000001000
"[0, -1, 0, 0, 0, 0, 0]",211102212110002011000100200020000002000000
"[0, -1, 0, 0, 0, 0, 0]",211120220112021011100102220010122002011200
"[0, -1, 0, 0, 0, 0, 0]",212112011210001011000102200020020002000000
"[0, 0, 0, 0, 0, 0, 0.0119]",221120222010001101000110200010010002002000
"[0, 0.01785, 0, 0, 0, 0, 0]",221120222012001101100110200010010002002000
"[0, 0, 0, 0, -1, -1, 0]",221120222012001101100110200012010002102000
"[0, 0, 0.0119, 0, 0, 0, 0]",221120011212002211100011200002100000200000
"[0, -1, -1, -1, -1, 0, -1]",211122210111021011000102200020020002000000
"[0.03946, 0, 0, 0, 0, 0, 0]",202122020110001001000100200010010000002000
"[0, 0.03303, 0, 0, 0, 0, 0]",202122020110001011000100200010010002002000
"[0, -1, 0.05344, 0, 0, 0, 0]",222122020111001011000100200010010002002000
"[0, 0.0119, 0, 0, 0, 0, 0]",220100211010021201002110200120020001000000
"[0, 0, -1, 0, 0, 0, 0]",220100211010021201002110200122020001100000
"[0.0119, 0, 0, 0, 0, 0, 0]",201122210012001001100100200000020000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",201122210112001001100100200020020000000000
"[-1, 0, 0, -1, 0, 0, 0]",221122210112001011100100200020020000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",222120021010001101000100200000010000002000
"[-1, -1, -1, 0, -1, -1, 0]",222120021010001101000110200020010000002000
"[0, 0.03705, 0, 0, -1, 0, 0]",220100211010022101000110200000020000000000
"[0, 0.05989, 0, 0, 0, 0, 0.01726]",012120000120000001000000000000000000000000
"[0, 0, 0, 0.0119, 0, 0, 0]",012120000120000011000000200000000000000000
"[0, 0, 0.0119, 0, 0, 0, 0]",212120010120000011000000200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",212120010120001011000002200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",212120010120001011000202200000010000000000
"[-1, 0, 0, 0, 0, 0, 0]",212120011120001011000202200020010000000000
"[0.02842, 0, 0, 0, 0, 0, 0]",202101020010001001000000200000010000002000
"[0.07182, 0, -1, 0, -1, -1, -1]",200100020010001001000100200010020000002000
"[0, 0, 0.03717, 0, 0, 0, 0]",201100020010001001000100200010020002002000
"[0, 0, 0, 0, 0, 0.0119, 0]",221100021010001001000100200010020002002000
"[0, -1, 0, 0, 0, 0, 0]",221102021010001101000100200010020002002000
"[0.02321, 0, 0, 0, -1, 0, 0]",220100211010021201000100200000000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",220100211010021201000110200020000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",220110211010021201000110200020000002000000
"[0, -1, 0, 0, 0, 0, 0]",221110211010021201000110200022000002000000
"[0.02373, 0, 0, 0, 0, 0, 0]",221100120010001001000100200000020000002000
"[0, 0, 0, 0, 0, 0, 0.01785]",221100120010011001000100200020020000002000
"[-1, -1, 0, 0, 0, 0, 0]",221101120010011001002100200020020000002000
"[0, 0.0119, 0, 0, 0, 0, 0]",120121211011101001200200200020020002000000
"[0, -1, 0, 0, 0, 0, 0]",120121211011101201210200200020020002000000
"[0.06413, -1, 0, 0, 0, -1, 0]",221112000212000011100000200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0.05085]",221112020212100011100000200000000000000000
"[-1, 0, 0, 0, -1, 0, 0]",221112020212102011100100200000000000000000
"[0, 0, -1, 0, 0, 0, 0]",221122211211102101010220201012010002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",221102211210021101000020200000010000000000
"[0, -1, 0, 0, -1, 0, 0]",211122020210201011010102200010120002021000
"[0, 0, -1, 0, 0, 0, 0]",222102221110101121010210200012010002201000
"[0, 0.0119, 0, 0, 0, 0, 0]",211120200010000002000000100000020000001000
"[0.03109, 0, 0, 0, 0, 0, 0]",211120220010001002000000100000020000001000
"[0.02321, 0, 0, 0, 0, 0, 0]",211120220010001002000200100010020000001000
"[0, 0.01785, 0, 0, 0, 0, 0]",211120221010001002000200100010020002001000
"[0, 0, 0, 0, 0, 0.0119, 0]",211120221010001202000210100010020002001000
"[0.0119, 0, 0, 0, 0, 0, 0]",202102120010101001000000200000010000002000
"[0.0119, 0, 0, 0, 0, 0, 0]",202102120010101001010200200000010000002000
"[-1, 0, 0, 0, 0, 0, 0]",202102120010101001010200201020010000002000
"[0, 0, 0.04421, 0, 0, 0, -1]",202100220110001011000201200010020001002000
"[-1, 0, 0, 0, 0, 0, 0]",221122211210001101000020200000010000000000
"[0.03946, 0, 0, 0, 0, 0, 0]",222122021012001201100100200010010000001000
"[0, 0.03303, 0, 0, 0, 0, 0]",222122021012001201100110200010010002001000
"[0, 0, -1, 0, 0, 0.01785, 0]",222122021012001201100110200012010002101000
"[0.0417, 0, 0, 0, 0, 0, 0]",122120001020000101000000000000000000000000
"[0, 0, 0, 0.03395, 0, 0, 0]",122120021020001101000000000000000000000000
"[0, 0.0119, 0, 0, -1, 0, 0]",122120021020001101000210000000000000000000
"[0, 0, 0, 0, 0, 0, 0.04007]",202120210111001021000102200020100000000000
"[0, 0, 0.02321, 0, 0, 0, 0]",202120210111011021000102200020100002000000
"[0, 0, 0.02321, 0, 0, 0, 0]",202120210111011021002102200020110002000000
"[0, 0, 0, 0, 0, 0, 0.0402]",202120210111011021002102200020110002021000
"[0, 0, 0, 0, 0.03035, 0, 0]",202120210111011021002102200220110012021000
"[0, -1, -1, -0.76372, -1, -1, -0.76667]",221122220211101011120100210010020002000000
"[0, 0.05112, 0, 0, 0, 0, 0]",221100020010001001000100200010020000002000
"[0.04191, 0, 0, 0, 0, 0, 0]",221100022010001101000100200010020000002000
"[0, 0, 0, 0, 0, 0, 0.03035]",221100022010001101000110200010020002002000
"[0, -1, 0, 0, 0, 0, -1]",221110022010001101000110200012020002002000
"[0, 0, 0, 0.02083, 0, 0, 0]",221102221010021101000100200010000002000000
"[0, 0, 0, 0, 0, 0.0119, 0]",221122011012001001100000200000020000000000
"[0, 0, 0, 0, 0.0119, 0, 0]",221122011012001101100220210000020000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",221122011012001101100220210001022000000000
"[0, 0, 0, 0, 0, 0.0119, 0]",221122011012001101100220210021022001000000
"[0, -1, 0, 0, 0, 0, 0]",221122011012201101110220210021022001000000
"[0.0119, 0, 0, 0, 0, 0, 0]",220100211010000002000000100000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",220100211010002002000100100000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",220100211010002102000100100020000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",220100211010002102000110100020000002000000
"[0, 0.0119, 0, 0, 0, 0, 0]",220100211010002102000110100022010002000000
"[0, 0, -1, 0, 0, 0, 0]",220100211010002102000110100022010002201000
"[-1, 0, 0, 0, 0, 0, 0]",221120011212002211100011210002100000220000
"[0.08329, -1, -1, 0, 0, 0, 0]",200122010010201001000100200000000000000000
"[0.07013, 0, 0, 0, 0, 0, 0]",201122010010201001000100200020000000000000
"[0, 0.01785, 0.0119, 0, 0, 0.06187, 0.01726]",211122010010201001000100200020000002000000
"[0, -1, -1, -1, 0, 0, 0]",211122012010201101000100200020000002000000
"[-1, -1, 0, 0, 0, 0, -1]",222120021112001021200100210010010000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",221100221010021101000120200000010000002000
"[0.02321, 0, 0, 0, 0, 0, 0]",211120212210001102000020100000010000002000
"[0, 0, 0, 0, 0.0119, 0, 0]",211120212210001102000220100001010000002000
"[0, 0.0119, 0, 0, 0, 0, 0]",211120212210001102000220100021010001002000
"[0, 0, -1, 0, 0, 0, 0]",211120212211001102000220100021010001202000
"[0.0119, 0, 0, 0, 0, 0, 0]",201122010210201011000000200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",201122010210201011000200200010000000000000
"[0, 0.0119, 0, 0, 0, 0, 0]",201122010210201011010200200010000002000000
"[0, -1, 0, 0, 0, 0, 0]",221122011210201011010200200010000002000000
"[0.02321, 0, -1, 0, 0, 0, 0]",120102211010201002000000000000000000000000
"[0, 0, 0, 0.0119, 0, 0, 0]",120102211010201002000200100000000000000000
"[-1, 0, 0, 0, 0, 0, 0]",121102211010201202000200100000000000000000
"[0.02886, 0, 0, -1, 0, 0, 0]",112122012120000111000020200000000000000000
"[0.01785, -1, 0, 0, 0, 0, 0]",112122012120002111000021200000000000000000
"[-1, 0, 0, 0, 0, 0, 0]",112122012120002111000221200001000000000000
"[0.01785, 0, 0, 0, 0, 0, 0]",220112211011102201100000200000020000000000
"[0, 0, 0, 0, 0, 0, 0.0119]",112122010221001021000201000020000001000000
"[0, 0, 0, 0, 0.0119, 0, 0]",112122210221001021100201000020000001000000
"[0, 0.0119, 0, 0, 0, 0, 0]",112122210221001021100201120020000001000000
"[0, 0.0119, 0, 0, 0, 0, 0]",112122212221001021100201120020010001000000
"[0, 0.0119, 0, 0, 0, 0, 0]",112122212221001221100211120020010001000000
"[0, 0, -1, 0, 0, 0, 0]",112122212221001221100211120022010001100000
"[-1, -1, 0, 0, 0, 0, 0]",212120210110001011000202200010020000000000
"[-1, -1, 0, 0, -1, 0, 0]",220112211011102201110220201000020000000000
"[-1, 0.01726, 0, 0, 0, 0, 0]",101120200012000001000000200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",220120221010001001000100200010010000002000
"[0, 0.02321, 0, 0, 0, 0, 0]",220120221010001101000100200010010002002000
"[0, 0, 0, 0, 0, 0.01785, 0]",221120221010001101000120200010010002002000
"[0, -1, -1, 0, 0, 0, 0]",221122221010001101000120200011010002002000
"[0, -1, 0, 0, 0, 0, 0]",221121220112001011100102210010122002021200
"[0.02232, 0, 0, 0, 0, 0, 0]",220112211011100201020000200000000000000000
"[-1, -1, -1, -1, 0, 0, 0]",220112211011102201120000200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",220100211010021001002100200100000020000000
"[0.0119, 0, 0, 0, 0, 0, 0]",220100211010021101002100200120000020000000
"[0, -1, 0, 0, 0, 0, 0]",221100211010021101002100200120000022000000
"[0, -1, 0, 0, 0, 0, 0]",202120210111011021102101220120221002012000
"[0, -0.46345, -1, -0.16791, -1, -1, -1]",201122220211121001120100210010000002000000
"[0, -1, -1, -0.81997, -1, -1, -1]",221122220211121011120100210010000002000000
"[0, 0, -1, 0, 0, 0, 0]",220121011011102101200120210021022002201000
"[0.04991, 0, 0, 0, 0, 0, 0]",221122010112000002100000100000000000000000
"[-1, 0, 0, 0, 0.03835, 0, 0]",221122010112102002100000100000000000000000
"[0, 0, 0.02232, 0, 0, 0, 0]",221122010112102002100100120000000000000000
"[0.02235, 0, -1, 0, -1, 0, 0]",220102211010110001020000200000000000000000
"[0.0119, 0, 0, 0, 0, 0, 0]",222112221011020101100010200000000000000000
"[-1, 0, 0, 0, 0, 0, 0]",222112221011022101100110200000000000000000
